total_purchases,avg_cart_value,total_time_spent,product_click,discount_counts
20.0,38.94,21.45,19.0,11.0
7.0,55.03,82.56,42.0,3.0
21.0,17.28,23.96,17.0,8.0
7.0,67.52,82.69,63.0,1.0
7.0,53.42,101.71,46.0,0.0
14.0,172.87,20.4,28.0,1.0
5.0,25.74,62.05,53.0,0.0
2.0,45.13,82.2,58.0,0.0
6.0,22.51,76.26,59.0,1.0
12.0,138.73,49.81,18.0,1.0
19.0,34.63,13.98,18.0,7.0
18.0,38.22,14.28,14.0,10.0
4.0,60.8,109.03,54.0,0.0
11.0,122.68,40.31,19.0,4.0
12.0,35.04,16.13,18.0,11.0
4.0,28.44,117.71,49.0,1.0
7.0,71.74,75.88,58.0,0.0
16.0,16.16,21.82,10.0,7.0
20.0,47.49,11.09,8.0,10.0
6.0,46.02,88.59,52.0,2.0
9.0,147.85,35.73,24.0,0.0
4.0,66.11,65.03,60.0,1.0
10.0,175.51,58.1,29.0,2.0
12.0,132.69,38.87,22.0,0.0
9.0,156.59,47.3,12.0,1.0
6.0,29.67,60.32,54.0,0.0
6.0,138.67,36.61,18.0,1.0
18.0,36.34,25.45,18.0,12.0
13.0,170.21,47.0,11.0,3.0
7.0,105.69,54.36,19.0,5.0
7.0,108.6,40.72,15.0,1.0
5.0,59.85,61.8,55.0,2.0
5.0,45.58,72.86,39.0,0.0
5.0,72.71,96.3,39.0,1.0
14.0,124.58,24.77,15.0,5.0
6.0,73.1,88.97,48.0,0.0
14.0,16.68,12.9,16.0,7.0
10.0,173.02,57.27,21.0,1.0
11.0,108.06,54.46,20.0,1.0
3.0,28.22,117.04,57.0,1.0
20.0,19.34,21.6,14.0,13.0
17.0,47.76,15.64,14.0,11.0
20.0,45.16,5.98,9.0,13.0
4.0,71.28,73.55,49.0,1.0
11.0,196.53,29.63,14.0,2.0
5.0,27.59,104.77,53.0,1.0
15.0,19.23,28.8,14.0,10.0
6.0,49.12,94.72,65.0,2.0
10.0,181.25,26.98,14.0,3.0
6.0,144.2,36.21,29.0,3.0
16.0,24.93,13.09,19.0,8.0
4.0,66.07,84.29,50.0,0.0
8.0,159.95,47.88,20.0,2.0
10.0,49.38,51.12,21.0,0.0
12.0,139.17,39.45,15.0,0.0
4.0,25.39,105.1,49.0,0.0
20.0,10.26,16.98,22.0,13.0
9.0,187.36,20.96,20.0,2.0
13.0,147.68,52.48,9.0,1.0
10.0,49.38,24.22,21.0,0.0
18.0,48.0,11.74,18.0,8.0
22.0,45.1,17.43,12.0,7.0
8.0,133.81,33.57,16.0,3.0
22.0,17.01,17.94,13.0,14.0
23.0,44.23,15.49,8.0,9.0
19.0,35.36,18.34,14.0,17.0
14.0,168.22,36.29,18.0,2.0
12.0,112.68,22.5,17.0,0.0
22.0,49.92,8.27,8.0,10.0
21.0,32.08,5.81,14.0,10.0
9.0,136.48,59.88,8.0,1.0
7.0,48.22,102.13,44.0,1.0
14.0,39.52,19.19,8.0,10.0
13.0,100.11,59.86,12.0,3.0
12.0,34.54,28.35,12.0,8.0
3.0,64.6,90.26,44.0,4.0
15.0,30.76,6.96,12.0,14.0
7.0,47.09,113.61,59.0,3.0
8.0,190.8,33.26,19.0,1.0
9.0,108.02,50.07,17.0,2.0
6.0,56.35,119.82,51.0,1.0
19.0,23.59,10.94,11.0,5.0
21.0,23.84,11.42,15.0,11.0
5.0,73.0,92.83,50.0,1.0
18.0,19.73,15.81,11.0,11.0
13.0,115.14,55.88,26.0,0.0
5.0,42.42,95.11,49.0,0.0
18.0,31.68,29.37,9.0,9.0
29.0,25.19,24.27,10.0,16.0
4.0,48.6,91.25,60.0,2.0
9.0,116.99,22.7,20.0,2.0
14.0,101.37,51.9,18.0,1.0
14.0,17.06,20.98,19.0,6.0
24.0,11.25,25.04,11.0,11.0
12.0,158.31,47.16,24.0,2.0
4.0,46.95,98.63,54.0,0.0
3.0,40.67,106.62,39.0,1.0
9.0,10.98,9.09,18.0,14.0
16.0,105.86,52.35,22.0,4.0
16.0,12.69,7.54,18.0,7.0
5.0,60.66,119.18,47.0,1.0
1.0,76.61,70.33,49.0,2.0
0.0,44.79,103.49,41.0,3.0
3.0,72.69,100.29,55.0,0.0
4.0,35.13,91.52,54.0,0.0
15.0,26.03,29.22,14.0,11.0
12.0,141.23,28.39,32.0,1.0
10.0,49.38,26.72,21.0,11.0
14.0,22.61,26.36,12.0,9.0
4.0,25.22,76.35,47.0,0.0
11.0,109.84,40.36,25.0,1.0
19.0,35.27,14.97,15.0,9.0
17.0,15.57,16.38,16.0,8.0
16.0,164.88,34.81,22.0,3.0
20.0,38.33,13.79,16.0,10.0
11.0,171.47,53.3,21.0,5.0
26.0,43.21,20.96,8.0,10.0
20.0,16.96,10.05,14.0,12.0
2.0,40.34,92.4,56.0,1.0
23.0,32.72,26.68,19.0,10.0
5.0,46.65,97.32,49.0,1.0
2.0,23.69,112.35,47.0,0.0
8.0,110.8,44.62,15.0,0.0
10.0,49.38,6.61,21.0,11.0
19.0,33.87,18.69,19.0,15.0
3.0,44.73,77.76,42.0,1.0
7.0,193.59,35.34,13.0,3.0
12.0,33.85,23.33,17.0,11.0
17.0,170.17,21.97,19.0,3.0
12.0,43.97,11.44,18.0,7.0
27.0,37.21,14.9,15.0,11.0
16.0,152.34,40.22,16.0,1.0
17.0,36.36,15.65,17.0,11.0
13.0,107.68,59.77,25.0,0.0
8.0,106.2,47.67,27.0,2.0
4.0,62.56,84.55,38.0,1.0
24.0,33.32,26.61,17.0,10.0
8.0,150.57,30.27,25.0,0.0
18.0,36.06,7.62,18.0,11.0
9.0,121.63,49.01,16.0,4.0
3.0,79.57,70.15,46.0,0.0
7.0,30.37,103.94,47.0,2.0
13.0,167.04,22.15,17.0,1.0
16.0,14.42,9.18,20.0,7.0
7.0,50.28,103.36,43.0,0.0
14.0,47.94,24.91,14.0,14.0
21.0,42.72,14.49,9.0,11.0
21.0,33.06,24.5,14.0,9.0
5.0,44.23,72.07,43.0,2.0
21.0,46.57,22.37,13.0,8.0
7.0,27.58,73.36,49.0,1.0
9.0,151.45,51.85,20.0,4.0
8.0,145.17,43.0,16.0,2.0
14.0,21.49,5.92,8.0,9.0
12.0,194.05,56.37,18.0,3.0
9.0,102.09,28.83,21.0,0.0
7.0,48.91,60.0,51.0,1.0
3.0,56.26,76.5,45.0,3.0
6.0,45.68,78.33,39.0,0.0
5.0,35.28,102.97,51.0,2.0
16.0,29.81,19.18,17.0,12.0
20.0,37.33,15.17,13.0,5.0
13.0,14.71,26.5,15.0,7.0
7.0,56.58,105.3,59.0,0.0
25.0,39.3,26.77,12.0,10.0
16.0,45.55,19.27,13.0,8.0
7.0,50.15,79.36,45.0,1.0
4.0,48.27,102.61,57.0,0.0
5.0,34.52,71.99,35.0,0.0
15.0,16.34,16.22,17.0,11.0
3.0,44.55,95.51,39.0,2.0
13.0,158.06,53.96,17.0,1.0
22.0,41.9,15.89,13.0,12.0
23.0,23.4,21.71,16.0,8.0
13.0,191.84,34.31,14.0,2.0
10.0,49.38,24.74,21.0,13.0
4.0,27.63,94.58,40.0,3.0
26.0,10.71,26.1,14.0,13.0
20.0,13.58,18.28,15.0,10.0
13.0,155.79,37.41,20.0,1.0
24.0,12.31,21.67,16.0,15.0
9.0,164.56,20.01,17.0,3.0
18.0,19.86,8.99,18.0,12.0
9.0,114.33,43.13,22.0,0.0
15.0,161.92,56.52,21.0,4.0
4.0,159.52,32.1,20.0,0.0
9.0,198.95,33.95,13.0,3.0
9.0,63.95,93.79,45.0,0.0
12.0,44.49,28.27,17.0,11.0
25.0,36.21,21.91,14.0,12.0
7.0,154.03,42.56,10.0,2.0
6.0,187.19,54.35,23.0,1.0
13.0,199.77,49.17,18.0,1.0
13.0,147.74,53.84,30.0,0.0
4.0,185.12,30.45,19.0,2.0
7.0,138.0,39.53,25.0,3.0
21.0,37.54,6.51,12.0,10.0
5.0,35.73,106.15,48.0,1.0
7.0,182.87,32.52,20.0,2.0
6.0,22.69,66.84,47.0,2.0
24.0,43.03,6.83,27.0,13.0
2.0,33.98,115.85,45.0,1.0
6.0,39.53,89.89,52.0,0.0
14.0,110.55,31.33,19.0,1.0
7.0,129.63,45.83,21.0,1.0
3.0,75.21,100.57,56.0,1.0
12.0,178.44,31.93,32.0,3.0
6.0,46.34,84.47,44.0,3.0
5.0,29.28,65.28,43.0,2.0
4.0,50.41,74.68,51.0,1.0
19.0,43.29,26.58,19.0,6.0
7.0,134.55,50.59,23.0,1.0
3.0,35.09,68.29,50.0,1.0
3.0,73.35,94.28,59.0,1.0
6.0,53.53,66.48,55.0,1.0
20.0,33.8,25.37,17.0,12.0
19.0,26.7,28.42,15.0,9.0
9.0,139.59,50.4,18.0,1.0
9.0,108.01,59.31,18.0,3.0
7.0,30.8,80.35,37.0,1.0
5.0,128.45,30.75,28.0,4.0
5.0,21.08,60.77,48.0,0.0
5.0,25.27,88.07,57.0,0.0
4.0,51.53,91.0,54.0,1.0
10.0,135.81,40.5,20.0,4.0
15.0,30.3,17.98,15.0,4.0
17.0,41.95,24.34,14.0,13.0
11.0,140.27,45.03,23.0,2.0
12.0,133.2,23.88,23.0,3.0
8.0,114.53,38.32,24.0,0.0
18.0,45.35,5.75,19.0,10.0
8.0,120.88,32.68,15.0,2.0
6.0,193.96,25.49,15.0,4.0
13.0,25.85,21.84,15.0,8.0
3.0,39.43,98.94,52.0,2.0
13.0,150.59,35.74,15.0,0.0
20.0,15.47,18.88,16.0,7.0
9.0,173.44,29.94,21.0,1.0
5.0,45.5,85.78,47.0,1.0
18.0,11.36,15.97,17.0,14.0
18.0,20.32,12.76,17.0,9.0
13.0,160.71,25.33,22.0,0.0
5.0,78.42,103.04,52.0,0.0
26.0,31.6,20.2,21.0,8.0
6.0,73.92,77.34,54.0,6.0
32.0,41.63,11.18,14.0,13.0
10.0,14.28,25.32,19.0,5.0
19.0,40.84,16.31,22.0,5.0
23.0,24.23,20.91,24.0,3.0
12.0,112.69,48.96,22.0,0.0
25.0,40.73,25.72,12.0,9.0
4.0,28.18,81.01,45.0,3.0
9.0,138.1,53.55,18.0,3.0
6.0,113.22,53.18,21.0,1.0
14.0,22.04,28.36,16.0,5.0
26.0,17.22,6.0,16.0,13.0
8.0,104.16,51.95,28.0,1.0
13.0,19.24,24.87,11.0,12.0
7.0,63.93,113.35,54.0,0.0
4.0,46.24,96.06,55.0,1.0
20.0,49.38,6.81,18.0,4.0
3.0,68.26,66.75,39.0,3.0
11.0,165.97,29.29,22.0,1.0
9.0,146.62,31.49,25.0,2.0
14.0,109.5,43.97,19.0,3.0
5.0,43.27,96.4,50.0,2.0
10.0,49.38,57.31,21.0,1.0
9.0,22.43,71.9,51.0,1.0
12.0,151.86,37.22,21.0,0.0
8.0,198.73,39.85,17.0,0.0
17.0,41.99,10.01,11.0,8.0
17.0,26.75,13.77,19.0,8.0
17.0,45.71,29.2,14.0,10.0
18.0,113.32,55.86,14.0,0.0
5.0,33.83,96.73,55.0,1.0
13.0,154.03,47.61,23.0,1.0
14.0,29.84,29.99,20.0,9.0
3.0,41.36,111.16,45.0,2.0
19.0,44.92,21.26,19.0,7.0
8.0,60.45,60.7,46.0,2.0
4.0,70.74,84.66,42.0,1.0
12.0,189.04,53.22,25.0,0.0
5.0,118.45,46.53,16.0,2.0
19.0,26.71,15.77,11.0,6.0
6.0,166.18,35.84,21.0,2.0
5.0,70.48,88.88,73.0,1.0
8.0,32.85,78.07,49.0,2.0
6.0,32.59,64.26,40.0,1.0
10.0,181.44,38.44,25.0,4.0
12.0,112.33,57.15,19.0,1.0
23.0,11.58,13.65,20.0,10.0
11.0,101.62,57.97,17.0,4.0
11.0,163.01,57.83,24.0,1.0
3.0,73.85,60.58,46.0,0.0
2.0,35.5,106.6,54.0,2.0
8.0,166.51,59.66,16.0,1.0
6.0,55.96,91.03,49.0,1.0
6.0,50.82,82.41,54.0,0.0
21.0,31.16,21.42,21.0,8.0
5.0,30.57,64.45,58.0,1.0
21.0,11.68,16.87,11.0,9.0
11.0,169.34,43.08,26.0,3.0
17.0,13.24,6.21,17.0,7.0
10.0,160.51,41.77,18.0,1.0
14.0,148.13,53.46,27.0,1.0
13.0,180.3,25.87,19.0,1.0
3.0,61.25,78.8,48.0,0.0
14.0,118.66,42.88,22.0,2.0
4.0,31.82,93.21,43.0,3.0
6.0,42.29,116.56,49.0,0.0
12.0,154.14,26.87,18.0,2.0
15.0,189.79,42.58,25.0,4.0
3.0,21.35,94.46,49.0,2.0
22.0,47.11,12.7,17.0,8.0
3.0,44.12,104.04,57.0,2.0
17.0,11.06,21.29,9.0,11.0
5.0,21.22,111.09,51.0,1.0
2.0,25.86,76.47,51.0,1.0
25.0,19.99,16.57,18.0,15.0
19.0,22.76,10.27,13.0,11.0
10.0,167.96,41.94,24.0,2.0
11.0,140.66,36.8,24.0,4.0
19.0,112.55,43.52,15.0,4.0
6.0,63.0,84.95,47.0,1.0
21.0,26.08,10.9,15.0,7.0
10.0,108.16,47.1,16.0,4.0
20.0,25.57,9.19,18.0,8.0
10.0,60.24,96.91,51.0,1.0
21.0,49.25,14.5,15.0,10.0
6.0,33.84,116.6,48.0,2.0
11.0,125.86,41.88,12.0,0.0
9.0,66.32,109.91,45.0,1.0
21.0,35.76,24.26,12.0,12.0
6.0,67.24,85.08,61.0,1.0
9.0,157.7,54.29,20.0,2.0
10.0,167.23,26.73,18.0,2.0
13.0,155.47,21.42,29.0,1.0
1.0,47.42,66.99,53.0,0.0
7.0,161.71,29.87,23.0,1.0
5.0,30.21,79.46,45.0,0.0
6.0,30.65,114.81,52.0,1.0
13.0,138.87,30.45,19.0,2.0
8.0,140.2,26.46,28.0,5.0
7.0,27.46,117.24,40.0,2.0
16.0,114.26,48.75,16.0,1.0
6.0,40.78,81.31,50.0,0.0
18.0,44.02,8.01,21.0,16.0
9.0,107.72,24.81,22.0,1.0
2.0,47.25,75.2,54.0,0.0
10.0,127.71,25.27,24.0,2.0
8.0,196.35,37.06,24.0,3.0
19.0,44.69,18.61,16.0,7.0
24.0,27.11,19.63,7.0,12.0
3.0,54.41,64.57,40.0,3.0
19.0,47.84,5.55,25.0,15.0
27.0,31.03,14.81,10.0,3.0
18.0,13.05,26.77,12.0,15.0
19.0,44.8,14.78,24.0,17.0
8.0,138.28,45.95,23.0,2.0
23.0,47.56,13.13,12.0,15.0
5.0,20.9,109.45,50.0,0.0
3.0,39.38,103.17,47.0,0.0
23.0,32.17,17.01,19.0,10.0
8.0,52.23,95.26,43.0,0.0
1.0,75.21,111.32,60.0,2.0
2.0,51.78,118.8,42.0,0.0
5.0,32.82,98.25,53.0,0.0
18.0,20.39,7.66,18.0,9.0
11.0,182.59,29.95,31.0,1.0
10.0,102.21,48.82,19.0,1.0
13.0,131.49,40.55,18.0,2.0
3.0,75.99,60.35,49.0,0.0
5.0,26.06,79.85,51.0,1.0
13.0,129.58,40.78,22.0,2.0
15.0,19.27,6.04,21.0,17.0
12.0,112.04,57.38,21.0,2.0
7.0,70.71,117.19,48.0,1.0
9.0,170.06,55.63,15.0,1.0
13.0,125.09,45.82,21.0,1.0
6.0,52.57,67.41,56.0,1.0
30.0,21.89,17.17,16.0,11.0
12.0,179.22,25.6,30.0,1.0
5.0,48.31,116.27,63.0,1.0
3.0,59.43,85.76,54.0,0.0
29.0,35.34,24.94,14.0,4.0
7.0,66.37,91.67,64.0,0.0
19.0,23.67,26.72,15.0,6.0
5.0,38.94,99.54,51.0,1.0
5.0,73.99,81.91,44.0,0.0
7.0,25.03,89.76,57.0,0.0
5.0,56.27,96.55,48.0,1.0
12.0,164.98,43.75,13.0,3.0
13.0,38.99,29.28,13.0,9.0
24.0,18.2,29.6,15.0,7.0
10.0,135.86,55.9,17.0,2.0
8.0,160.18,27.31,18.0,0.0
23.0,25.37,26.71,19.0,13.0
6.0,43.15,90.3,42.0,2.0
7.0,117.69,20.26,21.0,0.0
4.0,28.63,65.03,67.0,1.0
3.0,50.78,62.29,49.0,3.0
4.0,44.17,95.66,59.0,0.0
8.0,68.02,64.01,46.0,1.0
4.0,20.55,63.14,65.0,1.0
4.0,26.37,106.89,49.0,1.0
3.0,40.54,68.09,64.0,1.0
16.0,139.78,51.4,12.0,1.0
23.0,39.74,20.49,11.0,16.0
9.0,155.24,55.02,23.0,1.0
10.0,166.38,59.7,14.0,1.0
6.0,59.37,68.4,51.0,0.0
5.0,41.43,92.61,51.0,1.0
4.0,30.57,83.56,55.0,0.0
4.0,35.79,68.13,43.0,2.0
4.0,40.22,108.78,52.0,1.0
19.0,33.2,28.62,17.0,9.0
5.0,47.81,109.75,57.0,1.0
12.0,141.54,52.1,25.0,2.0
8.0,157.85,54.47,25.0,2.0
8.0,156.6,43.84,15.0,4.0
10.0,49.38,99.69,21.0,1.0
22.0,29.5,22.14,22.0,8.0
5.0,116.34,22.93,17.0,2.0
6.0,53.99,119.16,53.0,0.0
10.0,49.38,67.91,21.0,0.0
7.0,180.99,46.52,15.0,1.0
4.0,72.65,111.81,47.0,2.0
12.0,163.14,56.9,19.0,3.0
3.0,32.88,115.35,57.0,2.0
4.0,68.25,116.19,46.0,1.0
22.0,40.54,17.04,19.0,9.0
18.0,42.99,15.1,19.0,12.0
8.0,154.43,52.47,28.0,0.0
8.0,168.43,34.99,22.0,1.0
22.0,40.11,14.71,18.0,13.0
8.0,23.47,83.58,54.0,1.0
10.0,49.38,10.68,21.0,16.0
22.0,43.19,11.05,14.0,7.0
8.0,50.19,68.72,55.0,1.0
17.0,36.6,13.16,18.0,12.0
1.0,50.18,77.14,52.0,1.0
3.0,187.51,47.11,18.0,1.0
28.0,29.2,6.84,13.0,10.0
14.0,154.11,20.43,10.0,2.0
22.0,20.96,5.99,13.0,6.0
4.0,61.49,109.15,53.0,0.0
24.0,36.11,11.83,10.0,13.0
9.0,182.63,21.89,14.0,1.0
11.0,24.01,17.22,10.0,11.0
25.0,10.79,10.52,12.0,12.0
11.0,122.05,59.03,20.0,2.0
17.0,44.47,5.61,16.0,9.0
20.0,12.06,7.0,19.0,11.0
20.0,40.33,29.25,13.0,12.0
21.0,49.36,13.43,14.0,10.0
8.0,43.88,79.98,54.0,1.0
9.0,104.84,36.31,22.0,0.0
6.0,115.14,24.8,26.0,0.0
4.0,36.11,98.28,41.0,1.0
5.0,157.39,32.83,21.0,4.0
8.0,36.62,111.19,56.0,1.0
5.0,71.66,97.72,55.0,1.0
19.0,49.8,22.62,15.0,11.0
17.0,38.64,29.93,19.0,6.0
8.0,116.27,24.36,19.0,4.0
10.0,172.88,55.18,21.0,1.0
13.0,129.59,51.3,15.0,2.0
5.0,72.41,94.25,55.0,2.0
7.0,155.66,28.33,24.0,2.0
23.0,17.14,21.36,14.0,6.0
17.0,14.16,7.06,16.0,10.0
15.0,30.51,5.12,17.0,9.0
5.0,24.19,93.22,47.0,0.0
5.0,28.62,94.77,47.0,1.0
4.0,24.03,65.98,33.0,1.0
5.0,43.29,86.57,46.0,0.0
17.0,36.55,18.53,17.0,13.0
9.0,134.1,33.37,23.0,0.0
7.0,79.76,93.89,40.0,3.0
5.0,33.29,93.41,44.0,1.0
17.0,37.84,7.35,9.0,12.0
4.0,34.99,87.74,46.0,0.0
10.0,158.8,58.46,26.0,0.0
12.0,104.56,56.6,26.0,1.0
13.0,44.48,19.81,19.0,7.0
0.0,49.75,111.73,43.0,1.0
10.0,49.38,93.86,21.0,2.0
4.0,56.37,66.23,50.0,0.0
3.0,68.18,72.86,62.0,0.0
4.0,45.6,83.83,46.0,2.0
9.0,102.4,33.65,22.0,1.0
8.0,75.67,110.0,48.0,1.0
6.0,194.09,48.2,19.0,2.0
5.0,46.41,79.97,60.0,1.0
5.0,64.64,72.7,50.0,1.0
5.0,68.36,75.41,43.0,1.0
18.0,19.53,28.77,18.0,8.0
4.0,28.97,72.27,57.0,3.0
29.0,39.29,9.99,16.0,11.0
